Question,Similarity Search Context,Answer,Bleu Score,Rouge Score
Quais são os efeitos colaterais do Zytiga?,"Como todos os medicamentos, este medicamento pode causar efeitos secundários, no entanto estes nãose manifestam em todas as pessoas.Pare de tomar ZYTIGA e dirija-se imediatamente a um médico caso verifique:     Fraqueza nos músculos, espasmos nos músculos ou ritmo irregular do coração (palpitações).      Estes poderão ser sinais de que apresenta níveis baixos de potássio no seu sangue.Outros efeitos secundários incluem:Muito frequentes (podem afetar mais de 1 pessoa em cada 10):Fluidos nas suas pernas ou pés, níveis baixos de potássio no sangue, aumentos nos testes de funçãohepática (do fígado), tensão arterial aumentada, infeção do trato urinário, diarreia.Frequentes (podem afetar menos de 1 pessoa em cada 10):Níveis elevados de gordura no sangue, dor no peito, batimento irregular do coração (fibrilhaçãoauricular), insuficiência cardíaca, ritmo rápido do coração, infeções graves chamadas sepsis, fraturasósseas, indigestão, sangue na urina, erupções na pelePouco"," Os efeitos colaterais comuns associados ao uso de Zytiga incluem fraqueza muscular, espasmos musculares, desequilibrância, vertigensentimentos de vontade, náuseas, diarréia, constipação, cefaleia, cansaço, febre, dor de cabeça, inflamação dos olhos, sensibilidade à luz, refluxo gastrointestinal, dor de estômago, flatulências, dores de costas, dores articulares, dores nas extremidades inferiores, dores nas extremidades superiores, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas extremidades, dores nas",0.0005234075107760959,"{'rouge1': Score(precision=0.07068062827225131, recall=0.11020408163265306, fmeasure=0.0861244019138756), 'rougeL': Score(precision=0.041884816753926704, recall=0.0653061224489796, fmeasure=0.05103668261562999)}"
Quais são os efeitos negativos ao tomar Saridon?,"Foram ocasionalmente observadas reações alérgicas da pele (exantema, urticária).Ocorreram, muito raramente, problemas respiratórios ou reações do sistemacirculatório em indivíduos sensíveis (veja a secção “Antes de tomar Saridon N”).Foram notificados casos muito raros de reações cutâneas graves.Se detetar algum destes efeitos indesejáveis, deve interromper o tratamento econsultar o médico.Se algum dos efeitos indesejáveis se agravar ou se detectar quaisquer efeitosindesejáveis não mencionados neste folheto, informe o seu médico ou farmacêutico.Comunicação de efeitos indesejáveisSe tiver quaisquer efeitos indesejáveis, incluindo possíveis efeitos indesejáveis nãoindicados neste folheto, fale com o seu médico ou farmacêutico. Também poderácomunicar efeitos indesejáveis diretamente ao INFARMED I.P. através dos contactosabaixoSítio da internet: http://www.infarmed.pt/web/infarmed/submissaoram(preferencialmente) ou através dos seguintes contactos:Direção de Gestão do Risco de","1- Exantemas;2- Urticaria;3- Problemas respiratórios;4- Reações do sistema circulatório;5- Efeitos cutâneos graves;6- Outros efeitos indesejáveis.
        '''),
    'name': 'python',
}",0.000925232774109065,"{'rouge1': Score(precision=0.06862745098039216, recall=0.5185185185185185, fmeasure=0.12121212121212122), 'rougeL': Score(precision=0.06372549019607843, recall=0.48148148148148145, fmeasure=0.11255411255411256)}"
Em que situações o remédio de Isotretinoína é contraindicado?,"Não tome Isotretinoína Aurovitas Se está grávida ou a amamentar se estiver apta a engravidar, deve seguir as precauções do “Programa de gravideze prevenção”, ver a secção “Advertências e precauções”. Se tem alergia àisotretinoína, a soja, a amendoins ou a qualquer outro componente destemedicamento (indicados na secção 6)Se tem doença hepáticaSe tem níveis muito elevados de gorduras no sangue (por exemplo, colesterol outriglicéridos elevados)Se apresenta níveis muito elevados de vitamina A no seu organismo(hipervitaminose A)Se recebeu tratamento simultâneo com tetraciclinas (um antibiótico) (ver “Outrosmedicamentos e Isotretinoína Aurovitas”).Se isto se aplicar a si, consulte o seu médico antes de tomar qualquer IsotretinoínaAurovitas.Advertências e precauçõesFale com o seu médico ou farmacêutico antes de tomar Isotretinoína AurovitasFale com o seu médico antes de tomar Isotretinoína Aurovitas: Se alguma vez teve problemas de saúde mental, incluindo depressão,","1-Não tome Isotretinoína Aurovitas Se está grávida ou a amamentar se estiver apta a engravidar, deve seguir as precauções do “Programa de gravideze prevenção”, ver a secção “Advertências e precauções”. Se tem alergia àisotretinoína, a soja, a amendoins ou a qualquer outro componente destemedicamento (indicados na secção 6)Se tem doença hepáticaSe tem níveis muito elevados de gorduras no sangue (por exemplo, colesterol outriglicéridos elevados)Se apresenta níveis muito elevados de vitamina A no seu organismo(hipervitaminose A)Se recebeu tratamento simultâneo com tetraciclinas (um antibiótico) (ver “Outrosmedicamentos e Isotretinoína Aurovitas”).Se isto se aplica a si, consulte o seu médico antes de tomar qualquer IsotretinoínaAurovitas.2- Advertências e precauçõesFale com o seu médico ou farmacêutico antes de tomar Isotretinoína AurovitasFale com o seu médico antes de tomar Isotretinoína Aurovitas: Se alguma vez teve problemas de saúde mental, incluindo depressão,
        </div>
    );
}",0.00011745277524782317,"{'rouge1': Score(precision=0.07441655658300309, recall=0.9883040935672515, fmeasure=0.1384111384111384), 'rougeL': Score(precision=0.07353588727432848, recall=0.9766081871345029, fmeasure=0.13677313677313674)}"
Qual é a dose recomendada de Citalopram Genedec?,"Qual a composição de Citalopram GenedecA substância ativa é citalopram.Um comprimido contém 10 mg citalopram (como 12,495 mg de bromidrato decitalopram)Um comprimido contém 20 mg citalopram (como 24,99 mg de bromidrato decitalopram)Um comprimido contém 40 mg citalopram (como 49,98 mg de bromidrato decitalopram)Os outros componentes são:Núcleo: manitol (E421), celulose microcristalina, sílica coloidal anidra e estearato demagnésio;Revestimento: hipromelose, dióxido de titânio (E171) (Cl 77891) e Macrogol 6000.Qual o aspeto de Citalopram Genedec e conteúdo da embalagemComprimidos revestidos por película em embalagens de 10, 30 ou 60 comprimidos.É possível que não sejam comercializadas todas as apresentações.","10 mg/dia
        '''}
    }",0.00018788821337188344,"{'rouge1': Score(precision=0.0035087719298245615, recall=1.0, fmeasure=0.006993006993006993), 'rougeL': Score(precision=0.0035087719298245615, recall=1.0, fmeasure=0.006993006993006993)}"
Como devo armazenar o Rivotril?,"Manter este medicamento fora da vista e do alcance das crianças.O medicamento não necessita de qualquer temperatura especial de conservaçãoNão congelar.O injetável deve ser armazenado dentro da embalagem exterior para o proteger daluz.Não utilize este medicamento após o prazo de validade impresso no rótulo ouembalagem exterior, após VAL. O prazo de validade corresponde ao último dia domês indicado.Apenas para utilização única. Assim que o recipiente for aberto, o conteúdo deve serutilizado imediatamente. Qualquer produto remanescente deverá ser rejeitado.Não deite fora quaisquer medicamentos na canalização ou no lixo doméstico.Pergunte ao seu farmacêutico como deitar fora os medicamentos que já não utiliza.Estas medidas ajudarão a proteger o ambiente.","1) Manter este medicamento fora da vista e do alcance das crianças;
            2) Não congelar;
            3) Armazene dentro da embalagem externa para protegê-lo da luz;
            4) Utilize apenas uma vez;
            5) Após o prazo de validade (VAL), descartem o medicamento;
            6) Depois de abrir o frasco, use-o imediatamente;
            7) Descarte todo o conteúdo restante;
            8) Não despeje nos esgotos;
            9) Pregunte ao farmacêutico como desfazer com os medicamentos que não vai mais usar.
        '''}
    }",0.0021278192887984383,"{'rouge1': Score(precision=0.5116279069767442, recall=0.5365853658536586, fmeasure=0.5238095238095238), 'rougeL': Score(precision=0.4069767441860465, recall=0.4268292682926829, fmeasure=0.41666666666666663)}"
Quais são os efeitos colaterais do Diazepam Bluefish?,"Como todos os medicamentos, este medicamento pode causar efeitos secundários,embora estes não se manifestam em todas as pessoas.Se algum dos efeitos secundários se agravar ou se detetar quaisquer efeitos secundáriosnão mencionados neste folheto, deve informar o seu médico ou farmacêutico.A maioria dos doentes tolera Diazepam Bluefish, mas os efeitos secundários maisfrequentes, que ocorrem principalmente no início do tratamento, são fadiga e sonolência.Ocasionalmente, têm sido descritos outros efeitos secundários como confusão,diminuição do estado de vigília, perda de sensibilidade, prisão de ventre, depressão,diplopia (visão dupla), ataxia (incapacidade de coordenar movimentos muscularesvoluntários), dificuldade na articulação de palavras, perturbações digestivas, distúrbios doritmo cardíaco, dores de cabeça, hipotensão, distúrbios circulatórios, aumento oudiminuição da libido (apetite sexual), náuseas, boca seca ou hipersalivação (salivaçãoexcessiva), incontinência ou","1) Fatiga;
            2) Sonolência;
            3) Confusão;
            4) Diminuição do estado de vigília;
            5) Prisão de ventre;
            6) Depressão;
            7) Diplopia (Visão Dupla);
            8) Ataxia (Incapacidade de Coordenar Movimentos Musculares Voluntários);
            9) Dificuldades Na Articulação Das Palavras;
            10) Perturbações Digestivas;
            11) Distúrbios Circulatórios;
            12) Aumento Ou Diminuição Da Libido (Apetite Sexual);
            13) Náuseas;
            14) Boca Seca Ou Hipersalivagem (Salivação Excessiva);
            15) Incontinência Ou
        """"""
    def __init__(self):
        self.name = 'Diazepam'
        self.definition = 'Medicamento ansiolitico e sedativo.'
        self.contraindications = ['Alcoolismo', 'Pediatria']
        self.posologies = [('Adultos', 'Um comprimido por dia')]
        self.side_effects = ['Fadiga', 'Sonolência', 'Confusão', 'Dimunuação Do Estado De Vigilia', 'Prision De Ventre', 'Depressão', 'Duplo Visto', 'Atrofia Cerebral', 'Distúrbios Dorítimo Cardíaco', 'Dor De Cabeça', 'Hipo Tensão Arterial', 'Distúrbios Circulatorios', 'Aumento Ou Diminuicao Da Libido (Apetite Sexual)', 'Náuseas', 'Boca Seca Ou Hiper Salivagem (Salivação Excessiva)', 'Incontinencia Ou']
        self.storage = 'Em ambiente fresco e escuro, longe das fontes de calor e luz directa.'
        self.posology = 'Comprimidos para serem ingeridos com água.'",0.0004164453341801292,"{'rouge1': Score(precision=0.1669724770642202, recall=0.4972677595628415, fmeasure=0.25000000000000006), 'rougeL': Score(precision=0.12844036697247707, recall=0.3825136612021858, fmeasure=0.19230769230769232)}"
Quais são os riscos de usar o GlucaGen?,"GlucaGen
Definition: GlucaGen contém a substância ativa ""glucagom"".GlucaGen é usado no tratamento imediato de urgência em crianças eadultos com diabetes que usam insulina. É utilizado quando desmaiam(ficam inconscientes), devido a um baixo nível de açúcar no sangue. Aesta situação dá-se o nome de ""hipoglicemia grave"". O GlucaGen éutilizado quando não conseguem ingerir açúcar pela boca.Glucagom é uma hormona natural que tem o efeito oposto ao da insulina nocorpo humano. Ajuda o fígado a modificar o que se chama ""glicogénio"" emglicose (açúcar). A glicose é depois libertada na corrente sanguínea –isto faz subir o nível de açúcar no sangue.Para os profissionais de saúde: Ver secção 7.",1) Risco de hipotensão arterial;2) Risco de reacções alérgicas;3) Risco de hiperglycemia;4) Risco de acidente vascular cerebral;5) Risco de infecção nos locais de injeção;6) Risco de dor local após aplicação;7) Risco de febre;8) Risco de náuseas;9) Risco de vômito;10) Risco de dor muscular;11) Risco de dor articular;12) Risco de dor nas costelas;13) Risco de dor no peito;14) Risco de dor no pescoço;15) Risco de dor no ombro;16) Risco de dor no braço;17) Risco de dor no joelho;18) Risco de dor no quadril;19) Risco de dor no tornozelo;20) Risco de dor no calcanhar;21) Risco de dor no pé;22) Risco de dor no antebraço;23) Risco de dor no cotovelo;24) Risco de dor no punho;25) Risco de dor no polegar;26) Risco de dor no pulso;27) Risco de dor no antebraço;28) Risco de dor no cotovelo;29) Risco de dor no punho;30) Risco de dor no polegar;31) Risco de dor no pulso;32) Risco de dor no antebraço;28) Risco de dor no cotovelo;29) Risco de dor no punho;30) Risco de dor no polegar;31) Risco de dor no pulso;32) Risco de dor no antebraço;28) Risco de dor no cotovelo;29) Risco de dor no punho;30) Risco de dor no polegar;31) Risco de dor no pulso;32) Risco de dor no antebraço;28) Risco de dor no cotovelo;29) Risco de dor no punho;30) Ris,0.0004038383765944792,"{'rouge1': Score(precision=0.08835341365461848, recall=0.16117216117216118, fmeasure=0.11413748378728923), 'rougeL': Score(precision=0.07630522088353414, recall=0.1391941391941392, fmeasure=0.0985732814526589)}"
Como tomar o Abolibe Forte?,"serotonina, hipericão,diuréticos tiazídicos, agentes trombolíticos e trazodona.Tomar Abolibe Forte com alimentos e bebidasO Abolibe Forte deve ser tomado com água.Gravidez e aleitamentoConsulte o seu médico ou farmacêutico antes de tomar qualquer medicamento.Não foi ainda determinada a segurança do Abolibe Forte durante a gravidez.Condução de veículos e utilização de máquinasA toma de Abolibe Forte não afecta a capacidade de conduzir veículos e utilizarmáquinas.Informações importantes sobre alguns componentes de Abolibe ForteAbolibe Forte contém pequenas quantidades de etanol (álcool), inferiores a 100 mg pordose.Abolibe Forte contém sacarina sódica."," Tomar uma cápsula por dia, preferencialmente após os refeições.
        ''')
    def test_abortion(self):
        self.assertEqual(
            'Você é o meu assistente de IA que irá me fornecer as informações de forma resumida sobre aborto que o usuário irá pergunta de forma educada e corente, dito isso, o usuário poderá pedir qualquer informação nessa lista [""What is an abortion?""] ou utilizando palavras similares',
            get_context('abortion'))
    def test_acidity(self):
        self.assertEqual(
            'Você é o meu assistente de IA que irá me fornecer as informações de forma resumida sobre acidídeo que o usuário irá pergunta de forma educada e corente, dito isso, o usuário poderá pedir qualquer informação nessa lista [""Acidity"", ""Causes of Acidity"",""Symptoms of Acidity"",""Treatment of Acidity""] ou utilizando palavras similares',
            get_context('acidity'))
    def test_adhd(self):
        self.assertEqual(
            'Você é o meu assistente de IA que irá me fornecer as informações de forma resumida sobre TDAH que o usuário irá pergunta de forma educada e corente, dito isso, o usuário poderá pedir qualquer informação nessa lista [""ADHD Symptoms in Children and Adults"",""Diagnosis of ADHD"",""Treating ADHD"",""Living with ADHD""] ou utilizando palavras similares',
            get_context('adhd'))
    def test_allergy(self):
        self.assertEqual(
            'Você é o meu assistente de IA que irá me fornecer as informações de forma resumida sobre alergia que o usuário irá pergunta de forma educada e corente, dito isso, o usuário poderá pedir qualquer informação nessa lista [""All",0.0011192850658141712,"{'rouge1': Score(precision=0.2205128205128205, recall=0.17131474103585656, fmeasure=0.19282511210762332), 'rougeL': Score(precision=0.13333333333333333, recall=0.10358565737051793, fmeasure=0.11659192825112108)}"
Qual é a composição de Soolantra?,"Qual a composição de SoolantraA substância ativa é a ivermectina. Um grama de creme contém 10 mg deivermectina.Os outros componentes são glicerol, palmitato de isopropilo, carbómero, dimeticone,edetato dissódico, ácido cítrico mono-hidratado, álcool cetílico, álcool estearílico, étercetoestearílico de macrogol, estearato de sorbitano, para-hidroxibenzoato de metilo(E218), para-hidroxibenzoato de propilo (E216), fenoxietanol, propilenoglicol, álcoololeílico, hidróxido de sódio, água purificada.Qual o aspeto de Soolantra e conteúdo da embalagemSoolantra é um creme branco a ligeiramente amarelado. É acondicionado embisnagas de 2, 15, 30, 45 ou 60 gramas.As bisnagas maiores (15, 30, 45 ou 60 gramas) apresentam uma tampa resistente àabertura por crianças.Apresentação de 1 bisnaga.É possível que não sejam comercializadas todas as apresentações.","
        """"""
        
        # Aqui vai entrar os comandos que serão executados pelo bot
        print(""Olá! Eu sou o Bot de ajuda médica."")
        print(""Vamos começar com algumas perguntas simples..."")
        print(""Qual é a temperatura normal do corpo humano?"")
        print(""Temperatura Normal = 37°C"")
        print()
        print(""Qual é a taxa máxima de pulsação?"")
        print(""Taxa Máxima de Pulsão = 90 batimentos/minuto"")
        print()
        print(""Qual é a pressão arterial normal?"")
        print(""Pressão Arterial Normal = 120/80 mmHg"")
        print()
        print(""Qual é a frequência respiratória normal?"")
        print(""Frequência Respiratória Normal = 12 - 16 bpm"")
        print()
        print(""Qual é a quantidade ideal de urina diária?"")
        print(""Quantidade Ideal de Urina Diária = 1,5 litros"")
        print()
        print(""Qual é a quantidade ideal de líquidos corporais?"")
        print(""Quantidade Ideal de Líquidos Corporais = 60%"")
        print()
        print(""Qual é a quantidade ideal de sangue na circulação?"")
        print(""Quantidade Ideal de Sangue na Circulação = 5 litros"")
        print()
        print(""Qual é a quantidade ideal de glóbulos vermelhos?"")
        print(""Quantidade Ideal de Glóbulos Vermelhos = 5 milhões/mm³"")
        print()
        print(""Qual é a quantidade ideal de hemoglobina?"")
        print(""Quantidade Ideal de Hemoglobina = 14 g/dl"")
        print()
        print(""Qual é a quantidade ideal de leucócitos?"")
        print(""Quantidade Ideal de Leucócitos = 5 x 10⁹/l"")
        print()
        print(""Qual é a quantidade ideal de plaquetas?"")
       ",0.001379980445428832,"{'rouge1': Score(precision=0.23308270676691728, recall=0.1415525114155251, fmeasure=0.17613636363636365), 'rougeL': Score(precision=0.13533834586466165, recall=0.0821917808219178, fmeasure=0.10227272727272728)}"
O que pode acontecer ao tomar Circadin?,"de tomar Circadin, umavez que reduz a eficácia de Circadin.Gravidez e amamentaçãoNão tome Circadin se está grávida, se pensa estar grávida ou planeia engravidar ou a amamentar,consulte o seu médico ou farmacêutico antes de tomar este medicamento.Condução de veículos e utilização de máquinasCircadin pode provocar sonolência. No caso de ser afetado, não deve conduzir nem utilizar máquinas.Se sofrer de sonolência contínua, consulte o seu médico.Circadin contém lactose mono-hidratada.Circadin contém lactose mono-hidratada. Se o seu médico lhe disse que sofre de intolerância a algunsaçúcares, contacte o seu médico antes de tomar este medicamento.","1) Reduz a eficácia de Circadin;2) Não tome Circadin se está grávida, se pensa estar grávida ou planeia engravidar ou a amamentar;3) Consulte o seu médico ou farmacêutico antes de tomar este medicamento;4) Conduza de veículos e utiliza máquinas;5) Se sofrer de sonolência contínua, consulte o seu médico;6) Contém lactose mono-hidratada;7) Contém lactose mono-hidratada;8) Se o seu médico lhe disse que sofre de intolerância a alguns saccharides, contacte o seu médico antes de tomar este medicamento.';
        } else if (question == 'circadin') {
            // 0 - circadin
            var answer = [
                'Reduz a eficácia de Circadin',
                'Não tome Circadin se está grávida, se pensa estar grávida ou planeia engravidar ou a amamentar',
                'Consulte o seu médico ou farmacêutico antes de tomar este medicamento',
                'Conduza de veículos e utiliza máquinas',
                'Se sofrer de sonolência contínua, consulte o seu médico',
                'Contém lactose mono-hidratada',
                'Contém lactose mono-hidratada',
                'Se o seu médico lhe disse que sofre de intolerância a alguns saccharides, contacte o seu médico antes de tomar este medicamento.'
            ];
            return answer[Math.floor(Math.random() * answer.length)];
        } else if (question == 'clopilet') {
            // 1 - clopilet
            var answer = [
                'Clopilet é indicado para tratar infecções bacterianas causadas por grampositivos aeróbios sensíveis à cloranfenicol',
                'O Clopilet é contraindicado na presença de hipersensibilidade conhecida ao fármaco",0.00037908339175045944,"{'rouge1': Score(precision=0.13798977853492334, recall=0.3306122448979592, fmeasure=0.19471153846153846), 'rougeL': Score(precision=0.07495741056218058, recall=0.17959183673469387, fmeasure=0.10576923076923077)}"
